transaction_id,merchant_id,customer_id,transaction_ts,amount,currency,status,payment_channel
T2000047,M104,C02781,2026-10-01 08:27:08,3454.29,INR,SUCCESS,ONLINE
T2000048,M102,C00439,2026-10-01 10:19:20,726.02,INR,SUCCESS,POS
T2000049,M110,C01000,2026-10-01 13:47:01,31925.53,INR,SUCCESS,POS
T2000050,M103,C01839,2026-10-01 20:53:45,530.09,INR,SUCCESS,POS
T2000051,M115,C01684,2026-10-01 17:45:46,5674.82,INR,SUCCESS,POS
T2000052,M124,C00348,2026-10-01 18:30:13,4082.67,INR,SUCCESS,POS
T2000053,M108,C02991,2026-10-01 16:03:27,10171.34,INR,REVERSED,ONLINE
T2000054,M116,C01746,2026-10-01 13:23:13,3553.45,INR,FAILED,POS
T2000055,M121,C02587,2026-10-01 11:02:33,47035.93,INR,SUCCESS,POS
T2000056,M123,C02280,2026-10-01 10:11:48,2000.60,INR,SUCCESS,QR
T2000057,M116,C01413,2026-10-01 18:32:58,4820.60,INR,SUCCESS,QR
T2000058,M109,C02747,2026-10-01 11:30:52,45407.28,INR,SUCCESS,POS
T2000059,M116,C02473,2026-10-01 18:45:33,1527.63,INR,SUCCESS,POS
T2000060,M110,C02485,2026-10-01 11:39:38,52005.09,INR,FAILED,POS
T2000061,M102,C01329,2026-10-01 11:40:31,1569.34,INR,SUCCESS,ONLINE
T2000062,M103,C02315,2026-10-01 21:34:53,1949.91,INR,SUCCESS,POS
T2000063,M107,C00454,2026-10-01 11:47:43,2258.51,INR,SUCCESS,POS
T2000064,M109,C02559,2026-10-01 13:23:28,34971.80,INR,SUCCESS,QR
T2000065,M108,C00860,2026-10-01 21:51:08,761.86,INR,SUCCESS,QR
T2000066,M114,C02288,2026-10-01 14:51:50,3195.16,INR,SUCCESS,POS
T2000067,M116,C02341,2026-10-01 19:09:36,3214.64,INR,REVERSED,POS
T2000068,M106,C00982,2026-10-01 09:22:55,1322.82,INR,REVERSED,QR
T2000069,M101,C00562,2026-10-01 15:29:00,68649.92,INR,SUCCESS,POS
T2000070,M104,C01745,2026-10-01 14:26:00,5713.47,INR,FAILED,QR
T2000071,M117,C00662,2026-10-01 13:01:01,18902.79,INR,SUCCESS,ONLINE
T2000072,M122,C01265,2026-10-01 18:51:26,1602.14,INR,SUCCESS,QR
T2000073,M104,C00077,2026-10-01 11:46:17,389.23,INR,SUCCESS,POS
T2000074,M108,C00018,2026-10-01 18:47:04,2391.77,INR,SUCCESS,ONLINE
T2000075,M116,C02183,2026-10-01 23:28:45,3731.20,INR,FAILED,ONLINE
T2000076,M105,C02428,2026-10-01 08:33:36,148.51,INR,SUCCESS,QR
T2000077,M104,C02157,2026-10-01 10:59:11,5031.34,INR,SUCCESS,POS
T2000078,M122,C02372,2026-10-01 15:45:37,886.76,INR,SUCCESS,QR
T2000079,M111,C01265,2026-10-01 10:52:54,581.68,INR,SUCCESS,QR
T2000080,M108,C02908,2026-10-01 12:39:21,11027.44,INR,SUCCESS,QR
T2000081,M117,C02248,2026-10-01 15:12:29,7130.70,INR,SUCCESS,POS
T2000082,M106,C02251,2026-10-01 18:51:08,1934.80,INR,SUCCESS,POS
T2000083,M110,C01298,2026-10-01 13:09:35,25127.34,INR,SUCCESS,POS
T2000084,M113,C02736,2026-10-01 11:13:28,256.16,INR,SUCCESS,ONLINE
T2000085,M103,C00348,2026-10-01 18:37:55,11614.26,INR,SUCCESS,POS
T2000086,M102,C00077,2026-10-01 15:30:11,769.50,INR,SUCCESS,ONLINE
T2000087,M118,C01048,2026-10-01 19:35:30,54360.09,INR,FAILED,ONLINE
T2000088,M101,C00441,2026-10-01 13:55:14,2972.25,INR,SUCCESS,ONLINE
T2000089,M100,C01843,2026-10-01 20:00:47,3175.13,INR,SUCCESS,POS
T2000090,M100,C00964,2026-10-01 12:22:56,373.27,INR,FAILED,QR
T2000091,M103,C00042,2026-10-01 23:52:41,13073.05,INR,SUCCESS,ONLINE
T2000092,M102,C02328,2026-10-01 17:01:20,1772.60,INR,REVERSED,ONLINE
T2000093,M113,C01606,2026-10-01 12:20:55,1803.32,INR,SUCCESS,QR
T2000094,M103,C01022,2026-10-01 09:14:00,9716.19,INR,SUCCESS,POS
T2000095,M117,C01683,2026-10-01 18:03:37,14171.22,INR,SUCCESS,ONLINE
T2000096,M105,C00704,2026-10-01 17:31:28,1487.35,INR,SUCCESS,ONLINE
T2000097,M117,C00152,2026-10-01 20:54:17,10358.31,INR,SUCCESS,QR
T2000098,M108,C00920,2026-10-01 21:20:46,8341.11,INR,SUCCESS,ONLINE
T2000099,M113,C00684,2026-10-01 19:07:27,2239.34,INR,SUCCESS,ONLINE
T2000100,M124,C00159,2026-10-01 10:37:31,3740.00,INR,FAILED,POS
T2000101,M100,C01658,2026-10-01 07:53:42,1750.79,INR,SUCCESS,ONLINE
T2000102,M118,C01384,2026-10-01 10:53:00,38333.66,INR,SUCCESS,QR
T2000103,M113,C00838,2026-10-01 18:05:50,1145.97,INR,SUCCESS,POS
T2000104,M114,C00080,2026-10-01 17:43:34,11549.87,INR,REVERSED,ONLINE
T2000105,M111,C01237,2026-10-01 09:55:59,1526.29,INR,SUCCESS,QR
T2000106,M121,C02049,2026-10-01 15:20:51,71261.09,INR,FAILED,QR
T2000107,M115,C01796,2026-10-01 20:15:57,4746.67,INR,SUCCESS,QR
T2000108,M117,C00074,2026-10-01 23:40:03,8184.91,INR,SUCCESS,POS
T2000109,M108,C02823,2026-10-01 19:15:17,4089.58,INR,FAILED,QR
T2000110,M105,C01926,2026-10-01 13:30:56,894.14,INR,SUCCESS,ONLINE
T2000111,M111,C01806,2026-10-01 17:44:21,2551.83,INR,SUCCESS,POS
T2000112,M104,C02053,2026-10-01 09:18:37,5458.44,INR,SUCCESS,ONLINE
T2000113,M101,C01885,2026-10-01 14:13:13,7182.05,INR,SUCCESS,ONLINE
T2000114,M104,C02793,2026-10-01 19:25:57,2248.74,INR,SUCCESS,ONLINE
T2000115,M102,C01010,2026-10-01 09:57:13,2475.88,INR,SUCCESS,ONLINE
T2000116,M119,C02594,2026-10-01 15:18:38,14251.04,INR,SUCCESS,POS
T2000117,M109,C00417,2026-10-01 19:47:04,59236.28,INR,SUCCESS,POS
T2000118,M103,C01814,2026-10-01 15:02:22,11974.95,INR,SUCCESS,QR
T2000119,M121,C01357,2026-10-01 20:55:39,67013.00,INR,SUCCESS,POS
T2000120,M108,C00312,2026-10-01 13:54:05,14495.02,INR,SUCCESS,POS
